217,13
195,29
108,2
67,17
125,13
236,26
213,10
248,16
92,19
229,30
56,17
36,10
36,25
25,20
205,9
233,18
181,26
155,29
38,10
26,24
19,29
218,22
85,16
144,4
91,14
81,20
164,30
53,18
123,15
222,17
67,2
207,30
141,30
4,3
185,27
103,23
212,26
172,21
1,20
127,27
223,11
63,24
84,23
223,3
49,30
146,8
62,26
248,5
206,18
115,3
21,11
225,17
239,16
28,10
142,10
181,4
141,11
209,30
139,7
247,26
155,18
151,10
114,3
153,26
99,11
148,8
75,6
49,27
48,2
157,22
67,16
18,3
174,25
34,29
39,30
10,27
21,29
180,30
213,18
175,13
215,23
135,9
134,26
61,28
56,29
174,19
212,14
149,9
116,16
170,21
180,30
204,12
22,11
157,4
125,19
162,11
217,7
63,1
188,9
30,23
57,12
204,6
86,14
209,2
26,26
38,28
179,8
12,27
147,21
233,30
137,20
175,3
7,4
163,7
156,27
148,4
101,3
95,27
30,2
156,1
50,6
184,4
123,7
187,26
16,30
174,1
140,14
159,4
214,9
18,8
19,21
78,12
112,6
16,17
120,2
153,4
180,13
52,9
92,29
188,16
215,29
236,19
44,23
173,7
248,25
15,26
174,6
217,6
88,17
65,4
153,30
114,22
45,1
121,22
105,29
146,28
131,30
80,21
92,13
215,22
65,5
144,23
4,15
190,3
86,24
12,18
72,5
62,25
245,16
91,20
74,22
92,19
243,29
163,28
159,5
184,10
100,24
107,27
167,3
1,20
50,23
86,6
62,8
164,15
97,23
225,22
146,28
107,2
103,28
180,19
108,25
170,23
12,6
115,3
67,23
41,15
136,29
125,30
144,20
194,1
227,2
127,11
80,27
120,2
208,27
225,26
107,7
141,21
22,27
186,5
4,13
244,22
107,11
1,7
4,23
194,1
211,22
136,20
26,7
31,20
167,7
224,10
72,23
47,4
122,28
237,13
161,3
6,9
234,15
205,26
30,28
66,5
168,17
210,21
166,12
30,28
40,9
218,1
11,2
53,22
67,18
81,12
241,19
233,28
11,28
192,23
156,21
127,23
165,29
118,21
112,12
224,18
46,7
97,19
75,1
36,5
70,11
87,26
95,23
24,11
200,20
10,2
70,6
39,19
75,12
102,18
34,10
30,16
188,8
240,2
79,6
220,17
187,3
78,13
214,11
77,14
28,4
144,30
124,16
87,27
205,26
88,4
123,4
180,16
110,2
78,11
189,22
229,5
236,6
161,19
97,26
250,21
23,3
207,3
51,24
57,2
99,1
26,13
143,17
75,15
236,16
202,19
183,22
56,14
22,12
57,9
150,25
43,14
50,12
30,3
211,28
219,23
8,29
135,15
193,22
52,4
128,13
66,7
165,2
243,26
56,20
38,4
51,15
97,12
140,27
39,4
153,16
38,19
104,21
175,14
225,17
127,22
235,29
83,27
128,16
163,22
224,7
139,20
239,8
3,11
181,24
231,11
210,11
10,17
38,28
66,20
201,5
216,13
150,10
184,23
207,16
17,26
22,17
223,30
11,3
58,5
11,10
4,25
217,15
85,28
42,26
39,28
168,15
248,12
130,13
231,17
129,2
147,3
174,26
207,17
195,20
20,24
110,29
194,7
75,18
231,20
107,27
249,16
217,26
249,13
156,19
60,28
222,26
6,22
227,1
190,6
78,17
146,9
86,3
127,28
68,27
78,25
105,13
208,13
16,6
165,30
33,8
74,24
213,11
15,2
124,14
37,16
228,28
155,23
21,22
179,5
208,12
106,2
157,15
99,15
13,4
121,25
39,1
9,20
159,5
162,11
27,23
141,21
89,7
99,26
199,25
126,4
226,2
157,23
120,20
162,30
87,21
32,22
183,20
76,26
218,5
246,30
100,26
76,30
191,28
246,22
208,4
133,28
202,7
10,26
101,15
96,25
49,15
92,26
162,3
245,2
231,30
11,16
66,29
7,17
171,19
147,29
56,8
24,25
210,29
228,21
200,17
179,17
108,17
79,4
38,14
229,19
109,30
22,30
27,14
17,4
107,25
40,24
245,1
203,15
111,22
107,1
128,30
222,11
185,9
21,12
19,4
92,23
8,12
90,6
3,27
250,8
210,12
19,20
229,5
54,1
53,22
173,24
241,29
32,24
2,10
95,23
7,30
