147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
147,"[20, 33]"
150,"[20, 30]"
150,"[20, 30]"
150,"[20, 30]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
144,"[16, 40]"
150,"[16, 58, 76]"
150,"[16, 58, 76]"
150,"[16, 58, 76]"
150,"[16, 58, 76]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
144,"[2, 54]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
150,"[3, 47]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
147,"[10, 43]"
137,"[5, 58]"
137,"[5, 58]"
137,"[5, 58]"
137,"[5, 58]"
137,"[5, 58]"
137,"[5, 58]"
137,"[5, 58]"
148,"[9, 43]"
134,"[9, 57]"
134,"[9, 57]"
134,"[9, 57]"
134,"[9, 57]"
134,"[9, 57]"
134,"[9, 57]"
149,"[21, 30]"
149,"[21, 30]"
149,"[21, 30]"
149,"[21, 30]"
149,"[21, 30]"
149,"[21, 30]"
145,"[21, 34]"
145,"[21, 34]"
144,"[22, 34]"
144,"[22, 34]"
144,"[22, 34]"
144,"[22, 34]"
144,"[22, 34]"
147,"[22, 57, 74]"
147,"[22, 57, 74]"
147,"[22, 57, 74]"
145,"[0, 55]"
145,"[0, 55]"
145,"[0, 55]"
145,"[0, 55]"
145,"[0, 55]"
145,"[0, 55]"
149,"[27, 24]"
149,"[27, 24]"
149,"[27, 24]"
149,"[27, 24]"
149,"[27, 24]"
149,"[27, 24]"
144,"[27, 55, 74]"
144,"[27, 55, 74]"
95,"[55, 74, 76]"
146,"[55, 76, 23]"
