0,99740,99836,99836
1,99705,99747,99836
2,99730,99923,99923
3,99680,99828,99923
4,99848,99923,99923
5,99790,99834,99923
6,99799,99819,99923
7,99849,99879,99923
8,99876,99887,99923
9,99853,99853,99923
10,99792,99852,99923
11,99889,99895,99923
12,99896,99910,99923
13,99770,99820,99923
14,99834,99850,99923
15,99866,99932,99932
16,99774,99813,99932
17,99859,99875,99932
18,99850,99920,99932
19,99766,99878,99932
20,99799,99886,99932
21,99745,99789,99932
22,99807,99855,99932
23,99741,99810,99932
24,99848,99887,99932
25,99877,99889,99932
26,99835,99866,99932
27,99882,99937,99937
28,99785,99893,99937
29,99823,99843,99937
30,99771,99826,99937
31,99845,99923,99937
32,99867,99889,99937
33,99836,99874,99937
34,99847,99903,99937
35,99802,99808,99937
36,99869,99875,99937
37,99752,99815,99937
38,99851,99900,99937
39,99725,99865,99937
40,99968,99968,99968
41,99868,99920,99968
42,99670,99796,99968
43,99882,99885,99968
44,99776,99820,99968
45,99658,99696,99968
46,99761,99842,99968
47,99765,99932,99968
48,99826,99835,99968
49,99790,99915,99968
50,99890,99917,99968
51,99698,99803,99968
52,99839,99845,99968
53,99776,99809,99968
54,99927,99927,99968
55,99736,99807,99968
56,99814,99885,99968
57,99689,99822,99968
58,99952,99952,99968
59,99881,99881,99968
60,99813,99888,99968
61,99773,99824,99968
62,99758,99841,99968
63,99814,99838,99968
64,99815,99898,99968
65,99862,99931,99968
66,99832,99850,99968
67,99681,99793,99968
68,99958,99958,99968
69,99869,99885,99968
70,99669,99713,99968
71,99843,99922,99968
72,99739,99841,99968
73,99923,99929,99968
74,99803,99916,99968
75,99932,99932,99968
76,99853,99887,99968
77,99948,99962,99968
78,99883,99899,99968
79,99751,99870,99968
80,99893,99931,99968
81,99887,99941,99968
82,99930,99930,99968
83,99863,99890,99968
84,99828,99846,99968
85,99860,99870,99968
86,99835,99835,99968
87,99799,99902,99968
88,99729,99795,99968
89,99894,99902,99968
90,99924,99934,99968
91,99745,99846,99968
92,99820,99897,99968
93,99825,99845,99968
94,99858,99902,99968
95,99795,99896,99968
96,99822,99852,99968
97,99818,99906,99968
98,99780,99804,99968
99,99800,99890,99968
