0,24952,24969,24969
1,24892,24916,24969
2,24869,24941,24969
3,24913,24958,24969
4,24915,24936,24969
5,24904,24904,24969
6,24955,24955,24969
7,24962,24962,24969
8,24962,24986,24986
9,24948,24949,24986
10,24967,24967,24986
11,24868,24907,24986
12,24896,24915,24986
13,24963,24980,24986
14,24917,24949,24986
15,24915,24944,24986
16,24911,24929,24986
17,24923,24923,24986
18,24895,24922,24986
19,24928,24937,24986
20,24953,24973,24986
21,24935,24971,24986
22,24953,24955,24986
23,24978,24978,24986
24,24923,24931,24986
25,24927,24927,24986
26,24886,24897,24986
27,24953,24956,24986
28,24946,24963,24986
29,24927,24957,24986
30,24904,24918,24986
31,24900,24938,24986
32,24878,24890,24986
33,24916,24932,24986
34,24933,24969,24986
35,24874,24918,24986
36,24941,24949,24986
37,24874,24900,24986
38,24935,24967,24986
39,24950,24958,24986
40,24897,24905,24986
41,24975,24975,24986
42,24943,24945,24986
43,24908,24940,24986
44,24917,24926,24986
45,24955,24956,24986
46,24928,24944,24986
47,24911,24919,24986
48,24948,24968,24986
49,24945,24945,24986
50,24938,24968,24986
51,24879,24935,24986
52,24887,24915,24986
53,24871,24923,24986
54,24883,24909,24986
55,24921,24930,24986
56,24941,24965,24986
57,24954,24954,24986
58,24986,24986,24986
59,24906,24918,24986
60,24878,24890,24986
61,24893,24919,24986
62,24911,24941,24986
63,24944,24944,24986
64,24870,24917,24986
65,24939,24955,24986
66,24929,24958,24986
67,24866,24866,24986
68,24946,24958,24986
69,24978,24978,24986
70,24959,24961,24986
71,24944,24944,24986
72,24922,24969,24986
73,24829,24909,24986
74,24963,24963,24986
75,24891,24933,24986
76,24923,24923,24986
77,24910,24926,24986
78,24994,24994,24994
79,24894,24963,24994
80,24841,24870,24994
81,24963,24963,24994
82,24891,24931,24994
83,24916,24932,24994
84,24970,24978,24994
85,24939,24939,24994
86,24906,24939,24994
87,24916,24932,24994
88,24928,24965,24994
89,24910,24926,24994
90,24919,24974,24994
91,24926,24926,24994
92,24944,24975,24994
93,24939,24948,24994
94,24950,24970,24994
95,24950,24959,24994
96,24922,24928,24994
97,24896,24908,24994
98,24935,24947,24994
99,24870,24906,24994
