998,"[59, 27, 54]"
1000,"[26, 52, 65]"
1000,"[90, 62, 11]"
1000,"[4, 90, 77]"
1000,"[4, 90, 77]"
1000,"[13, 87, 61]"
1000,"[76, 12, 71]"
1000,"[29, 40, 75]"
999,"[91, 83, 2]"
1000,"[53, 21, 76]"
1000,"[87, 5, 78]"
1000,"[78, 85, 6]"
996,"[0, 1]"
1000,"[65, 15, 69]"
1000,"[60, 81, 14]"
1000,"[28, 46, 68]"
1000,"[89, 10, 63]"
999,"[3, 91, 80]"
997,"[91, 19, 50]"
999,"[85, 8, 72]"
998,"[45, 59, 31]"
1000,"[7, 79, 83]"
1000,"[25, 48, 73]"
1000,"[74, 18, 57]"
1000,"[23, 75, 51]"
998,"[22, 56, 70]"
1000,"[76, 9, 77]"
1000,"[80, 17, 55]"
1000,"[20, 71, 57]"
993,"[73, 66, 16]"
1000,"[34, 39, 64]"
1000,"[67, 29, 44]"
1000,"[38, 30, 89]"
1000,"[37, 74, 33]"
1000,"[47, 32, 58]"
1000,"[43, 49, 39]"
1000,"[42, 57, 35]"
1000,"[41, 90, 24]"
999,"[59, 36, 39]"
