0,7206,7322,7322
1,7099,7337,7337
2,7277,7341,7341
3,7180,7305,7341
4,7186,7281,7341
5,7220,7290,7341
6,7135,7283,7341
7,7236,7334,7341
8,7129,7258,7341
9,7233,7257,7341
10,7083,7249,7341
11,7248,7312,7341
12,7071,7269,7341
13,7313,7327,7341
14,7107,7268,7341
15,7213,7326,7341
16,7136,7351,7351
17,7077,7289,7351
18,7162,7307,7351
19,7297,7320,7351
20,7139,7305,7351
21,7223,7348,7351
22,7212,7307,7351
23,7155,7332,7351
24,7181,7310,7351
25,7226,7290,7351
26,7307,7307,7351
27,7275,7307,7351
28,7097,7343,7351
29,7171,7307,7351
30,7128,7203,7351
31,7251,7327,7351
32,7159,7330,7351
33,7123,7332,7351
34,7121,7366,7366
35,7192,7307,7366
36,7212,7351,7366
37,7225,7329,7366
38,7173,7342,7366
39,7083,7306,7366
40,7083,7251,7366
41,7157,7356,7366
42,7145,7308,7366
43,7189,7290,7366
44,7220,7344,7366
45,7035,7238,7366
46,7195,7314,7366
47,7110,7307,7366
48,7174,7310,7366
49,7268,7303,7366
50,7146,7336,7366
51,7233,7337,7366
52,7080,7314,7366
53,7072,7307,7366
54,7168,7307,7366
55,7241,7348,7366
56,7337,7337,7366
57,7135,7295,7366
58,7154,7348,7366
59,7197,7322,7366
60,7193,7265,7366
61,7370,7370,7370
62,7212,7337,7370
63,7182,7285,7370
64,7197,7316,7370
65,7286,7328,7370
66,7030,7251,7370
67,7124,7263,7370
68,7087,7307,7370
69,7050,7306,7370
70,7270,7342,7370
71,7203,7231,7370
72,7160,7255,7370
73,7187,7274,7370
74,7139,7330,7370
75,7081,7283,7370
76,7135,7322,7370
77,7202,7344,7370
78,7264,7307,7370
79,7208,7329,7370
80,7236,7335,7370
81,7053,7324,7370
82,7092,7336,7370
83,7283,7319,7370
84,7152,7289,7370
85,7143,7261,7370
86,7039,7299,7370
87,7176,7344,7370
88,7153,7344,7370
89,7271,7366,7370
90,7109,7263,7370
91,7182,7272,7370
92,7257,7257,7370
93,7139,7268,7370
94,7182,7331,7370
95,7213,7362,7370
96,7140,7289,7370
97,7007,7306,7370
98,7090,7353,7370
99,7049,7277,7370
