18,19
98,3
33,4
64,25
58,16
84,13
27,4
63,1
50,14
78,25
99,1
90,15
35,24
30,19
14,29
41,1
3,1
84,18
2,29
49,22
28,14
93,1
68,8
98,15
64,18
30,12
30,22
29,25
59,10
3,14
72,30
83,4
24,21
93,28
38,4
96,11
93,23
65,30
55,17
86,7
39,10
76,29
64,28
65,13
76,28
5,16
32,24
52,14
86,6
47,18
90,25
87,24
48,3
57,22
66,4
100,6
67,27
51,12
63,24
4,16
6,10
91,28
79,19
75,13
83,6
22,17
30,1
99,7
70,30
71,8
52,17
45,28
74,12
59,30
35,22
71,20
94,1
50,26
95,17
17,17
100,18
27,14
8,16
47,19
71,7
65,14
63,27
46,14
45,1
69,18
80,26
79,11
59,20
4,26
30,21
23,18
75,6
12,26
71,26
33,2
87,3
11,28
3,15
2,25
97,9
32,9
15,26
80,6
45,10
9,6
21,9
68,6
85,9
83,23
38,15
90,11
64,16
15,1
40,13
44,14
25,9
14,9
94,17
27,20
56,27
3,8
3,13
19,2
93,6
58,23
65,22
55,18
29,21
89,17
58,8
68,21
4,13
87,19
42,22
81,14
8,24
39,5
28,29
7,10
10,28
10,10
39,24
21,14
73,9
17,1
72,29
5,19
28,29
73,15
22,27
100,23
80,17
5,13
26,12
13,7
74,22
56,19
25,16
14,22
50,10
65,16
3,11
79,28
52,29
37,1
21,7
42,26
73,26
18,11
55,7
35,22
13,27
49,30
71,12
88,18
63,25
69,8
9,24
6,3
18,6
22,30
69,7
35,25
43,20
65,27
33,12
44,11
15,10
31,28
78,25
92,29
63,5
75,18
99,4
42,2
53,3
49,28
19,27
17,11
15,20
76,26
49,3
74,18
29,19
11,9
47,29
38,19
69,30
15,15
36,4
6,27
38,1
79,22
2,3
53,4
6,7
31,26
76,14
21,4
58,6
88,8
21,24
14,14
49,26
70,30
38,18
33,23
62,11
13,7
84,11
6,1
2,26
38,24
77,11
58,13
41,13
9,3
41,20
59,4
33,7
80,25
70,28
89,16
85,12
34,6
70,7
40,7
32,12
11,27
36,3
97,15
12,21
74,21
44,8
50,10
6,11
24,11
75,29
39,8
43,4
70,20
75,26
77,3
32,8
3,26
32,13
10,9
71,28
10,24
10,1
82,1
38,25
46,16
61,28
20,4
65,25
42,3
66,22
23,6
100,5
19,27
41,10
14,23
66,27
78,10
17,29
27,5
70,30
93,2
100,11
80,26
87,30
71,27
96,23
27,6
39,14
69,6
7,23
86,8
33,25
9,22
58,26
56,18
33,18
57,28
69,15
2,13
44,6
34,16
4,26
83,30
54,19
3,2
89,12
75,5
76,5
18,9
36,13
73,13
23,20
12,8
63,1
23,17
41,17
84,30
57,30
88,21
94,8
31,11
64,22
62,8
92,14
44,18
79,30
94,30
84,9
83,8
7,30
10,25
66,21
48,6
66,25
27,10
39,23
39,28
71,12
22,23
90,24
60,20
11,28
16,29
78,17
74,13
23,5
33,14
28,19
93,25
7,16
88,13
92,21
45,13
66,28
22,18
94,2
68,3
33,21
13,9
95,30
11,5
100,20
85,22
90,3
57,28
31,28
49,26
56,13
22,30
42,15
17,20
63,7
16,14
77,18
53,30
16,22
38,9
32,13
96,18
1,7
68,15
75,1
4,21
78,8
34,7
23,10
19,18
26,9
40,19
97,9
88,15
22,18
46,16
54,28
16,25
27,19
50,7
37,26
14,29
4,4
73,24
2,18
38,22
98,24
84,5
10,17
48,19
40,14
65,22
46,25
68,11
1,4
57,23
58,12
40,18
52,11
94,22
74,16
15,21
49,13
27,18
1,9
82,20
93,29
95,27
94,17
26,30
60,20
67,14
96,23
40,23
22,15
80,22
68,7
47,17
1,22
50,19
55,13
44,28
80,19
94,23
96,3
64,24
32,21
84,10
81,1
53,24
81,5
82,25
51,26
35,28
23,25
10,27
100,20
2,12
34,26
91,14
88,18
39,5
60,27
34,16
22,15
66,2
35,17
13,24
76,14
9,12
9,22
57,1
22,17
91,6
89,3
52,21
89,9
78,10
27,17
27,8
43,9
9,3
90,27
67,22
48,15
66,18
95,2
22,10
84,24
92,27
