61,19
140,5
95,30
155,16
161,19
17,20
4,30
121,9
142,8
50,23
121,18
141,16
102,21
39,8
163,5
134,13
190,1
172,25
17,6
195,19
11,10
200,1
69,16
153,24
100,23
110,13
187,26
148,15
35,29
94,4
10,5
127,7
67,22
112,25
161,28
78,14
130,27
99,19
90,18
150,14
150,8
87,22
8,28
72,20
172,23
42,23
84,18
147,19
27,23
168,7
163,27
147,9
73,4
17,16
164,16
23,12
18,14
39,1
76,14
197,14
31,2
155,20
195,2
97,23
151,11
142,29
72,17
61,2
80,1
20,4
154,18
9,7
105,10
157,9
40,23
11,28
87,11
93,5
97,13
118,28
134,13
165,28
153,22
144,4
159,26
130,9
111,21
185,23
61,30
78,14
67,17
78,18
87,1
107,19
81,1
97,20
151,21
35,2
163,21
86,15
91,22
91,20
181,9
189,16
6,19
16,22
6,12
65,21
117,10
152,20
82,6
94,6
81,25
95,28
153,9
77,26
97,4
198,27
7,19
176,24
34,10
129,8
168,26
69,8
84,6
174,14
167,23
25,4
154,11
86,22
58,15
44,3
87,24
167,7
146,15
70,8
31,2
136,7
81,26
148,6
72,11
165,3
159,12
151,5
108,10
133,26
70,15
89,21
107,10
108,19
105,2
106,5
52,1
123,27
160,17
112,18
184,8
9,24
117,27
193,22
192,17
74,18
88,29
59,28
18,28
151,10
31,26
63,2
9,29
178,17
51,29
111,19
13,1
124,24
31,6
129,10
62,22
6,17
138,14
14,30
157,4
88,5
65,28
139,16
16,12
57,7
32,18
31,6
62,26
71,30
33,27
2,16
161,19
103,2
194,9
64,9
159,17
134,14
14,16
83,25
1,28
15,25
33,2
32,2
18,16
9,28
183,3
132,17
126,11
41,11
19,12
99,21
100,19
78,12
68,7
85,14
32,5
143,1
184,24
98,26
21,19
46,2
96,15
155,21
139,13
163,26
12,20
111,2
96,21
128,25
180,11
108,23
108,15
5,8
56,18
70,23
152,3
109,8
110,5
8,30
84,12
144,26
68,4
119,23
32,27
188,22
136,26
97,22
28,24
82,19
137,4
151,23
2,16
37,8
199,13
12,17
24,19
26,22
97,6
7,11
32,1
30,22
124,27
179,10
149,10
23,2
197,19
131,17
184,8
28,18
192,4
142,2
141,11
145,6
20,8
47,21
64,15
158,23
193,13
65,12
154,13
90,18
108,3
97,17
61,30
106,27
192,6
107,23
146,25
149,22
133,22
124,5
165,13
39,6
25,16
192,16
179,17
114,19
185,28
48,5
69,25
51,5
150,17
81,30
60,28
177,18
200,10
172,23
106,20
150,19
69,29
56,10
6,9
123,26
98,7
45,19
