200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[426, 389]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 876]"
200,"[597, 903, 190, 983]"
200,"[597, 903, 190, 983]"
200,"[597, 903, 190, 983]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 316]"
200,"[623, 307, 190, 983, 336, 845]"
200,"[623, 307, 190, 983, 336, 845]"
200,"[623, 63, 190, 983, 336, 845, 30]"
200,"[623, 63, 190, 983, 336, 845, 30]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 676]"
200,"[12, 63, 750]"
200,"[12, 63, 750]"
200,"[12, 63, 750]"
200,"[12, 63, 750]"
200,"[12, 63, 750]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 190]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 64, 983]"
200,"[605, 214]"
200,"[605, 214]"
200,"[605, 214]"
200,"[34, 903, 983, 336]"
200,"[34, 903, 983, 336]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[34, 517]"
200,"[302, 409]"
200,"[302, 409]"
200,"[302, 409]"
200,"[302, 409]"
200,"[302, 409]"
200,"[302, 409]"
