200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[212, 651]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 753]"
200,"[363, 877, 68]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 978]"
200,"[265, 179, 68, 319]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
200,"[670, 787]"
